"severity","code","questionId","sourceFile","topicId","field","path","message"
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.062","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[121]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.source_metadata","math6.advanced_divisibility_hsg.30dehsgtoan6_doc.1wmog8n.065","30DeHSGToan6.doc","math6.advanced.divisibility_hsg","pedagogy","questions[124]","Imported block is source metadata such as duration or exam heading, not a scored practice question."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.102","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[161]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.block_bleed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.106","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[165]","Imported block includes content from a following exam section, so it needs source cleanup before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.113","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[172]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.118","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[177]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.block_bleed","math6.geometry_angles.30dehsgtoan6_doc.1wmog8n.123","30DeHSGToan6.doc","math6.geometry.angles","pedagogy","questions[182]","Imported block includes content from a following exam section, so it needs source cleanup before scored practice."
"warning","pedagogy.scored_practice_excluded.block_bleed","math6.geometry_angles.30dehsgtoan6_doc.1wmog8n.127","30DeHSGToan6.doc","math6.geometry.angles","pedagogy","questions[186]","Imported block includes content from a following exam section, so it needs source cleanup before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.137","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[196]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.30dehsgtoan6_doc.1wmog8n.138","30DeHSGToan6.doc","math6.number.sets_natural_numbers","pedagogy","questions[197]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.number_sets_natural_numbers.4444444444444444_doc.16rbgqh.001","4444444444444444.doc","math6.number.sets_natural_numbers","pedagogy","questions[209]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.geometry_points_lines_segments.4444444444444444_doc.16rbgqh.002","4444444444444444.doc","math6.geometry.points_lines_segments","pedagogy","questions[210]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.number_decimal_percent.4444444444444444_doc.16rbgqh.003","4444444444444444.doc","math6.number.decimal_percent","pedagogy","questions[211]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.assessment_matrix","math6.number_decimal_percent.4444444444444444_doc.16rbgqh.004","4444444444444444.doc","math6.number.decimal_percent","pedagogy","questions[212]","Imported block is an assessment matrix or exam metadata, not a standalone scored practice question."
"warning","pedagogy.scored_practice_excluded.block_bleed","math6.geometry_points_lines_segments.4444444444444444_doc.16rbgqh.008","4444444444444444.doc","math6.geometry.points_lines_segments","pedagogy","questions[214]","Imported block includes content from a following exam section, so it needs source cleanup before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.004","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[222]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_natural_operations.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.023","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.natural_operations","pedagogy","questions[241]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.030","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[248]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.advanced_divisibility_hsg.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.037","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.advanced.divisibility_hsg","pedagogy","questions[255]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.instructional_note","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.057","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[275]","Imported block is an explanatory note or solving strategy, not a question requiring a scored answer."
"warning","pedagogy.scored_practice_excluded.instructional_note","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.058","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[276]","Imported block is an explanatory note or solving strategy, not a question requiring a scored answer."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.064","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[282]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.077","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[295]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.089","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[307]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.108","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[326]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.109","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[327]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.110","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[328]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.112","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[330]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.114","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[332]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.128","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[346]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.136","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[354]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.advanced_divisibility_hsg.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.141","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.advanced.divisibility_hsg","pedagogy","questions[359]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.149","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[367]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.199","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[417]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.truncated_source","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.205","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[423]","Imported prompt appears truncated or missing a condition from the source file, so an answer key would be unreliable."
"warning","pedagogy.scored_practice_excluded.instructional_note","math6.number_natural_operations.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.209","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.natural_operations","pedagogy","questions[427]","Imported block is an explanatory note or solving strategy, not a question requiring a scored answer."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.212","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[430]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.213","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[431]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.214","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[432]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.220","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[438]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.221","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[439]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.222","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[440]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.223","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[441]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.225","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[443]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.228","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[446]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.235","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[453]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.238","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[456]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.239","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[457]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.245","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[463]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_natural_operations.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.246","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.natural_operations","pedagogy","questions[464]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.source_artifact","math6.number_natural_operations.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.247","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.natural_operations","pedagogy","questions[465]","Imported prompt has broken equation/table layout, so it must be cleaned before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.249","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[467]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.250","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[468]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.252","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[470]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.253","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[471]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_natural_operations.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.255","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.natural_operations","pedagogy","questions[473]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.bulk_exercise_list","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.257","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[475]","Imported block contains many sub-exercises or lost exponent formatting; split/transcribe it before scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.260","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[478]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.261","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[479]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.263","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[481]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.264","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[482]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
"warning","pedagogy.scored_practice_excluded.formula_image_untranscribed","math6.number_sets_natural_numbers.bai_tap_danh_cho_hoc_sinh_lop_6_tu_hoc_d.07i1stx.265","Bai tap danh cho hoc sinh lop 6 tu hoc.doc","math6.number.sets_natural_numbers","pedagogy","questions[483]","Question uses recovered formula image(s) but has no machine-readable answer key yet; keep it for review, not scored practice."
